SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
9107,Rajabari,Assam,18,Assam,290,JORHAT,JORHAT WEST,-,-,-,-,-,-,-,-,26.74111111,94.22444444,29-06-2023 08:30,5
9108,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,20-01-2021 08:30,6.2
9109,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,21-01-2021 08:30,16.8
9110,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,28-02-2021 08:30,6.8
9111,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,06-03-2021 08:30,11.2
9112,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,10-03-2021 08:30,4.8
9113,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,14-03-2021 08:30,8.2
9114,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,30-03-2021 08:30,16.8
9115,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,31-03-2021 08:30,28.6
9116,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,09-04-2021 08:30,16.2
9117,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,10-04-2021 08:30,24.4
9118,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,14-04-2021 08:30,6.6
9119,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,17-04-2021 08:30,67.2
9120,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,18-04-2021 08:30,8.4
9121,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,19-04-2021 08:30,13
9122,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,22-04-2021 08:30,28.6
9123,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,04-05-2021 08:30,28.6
9124,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,07-05-2021 08:30,27.2
9125,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,12-05-2021 08:30,5.2
9126,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,14-05-2021 08:30,16.2
9127,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,15-05-2021 08:30,22.8
9128,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,17-05-2021 08:30,10.2
9129,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,18-05-2021 08:30,5.6
9130,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,19-05-2021 08:30,29.4
9131,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,24-05-2021 08:30,4.8
9132,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,25-05-2021 08:30,3.2
9133,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,26-05-2021 08:30,30.4
9134,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,27-05-2021 08:30,33.2
9135,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,28-05-2021 08:30,15.6
9136,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,31-05-2021 08:30,40.4
9137,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,01-06-2021 08:30,6.4
9138,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,03-06-2021 08:30,64.8
9139,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,05-06-2021 08:30,14.6
9140,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,06-06-2021 08:30,10.4
9141,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,07-06-2021 08:30,50.6
9142,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,08-06-2021 08:30,80.2
9143,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,09-06-2021 08:30,10.2
9144,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,11-06-2021 08:30,6.2
9145,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,12-06-2021 08:30,3.8
9146,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,13-06-2021 08:30,13.2
9147,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,15-06-2021 08:30,3.6
9148,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,16-06-2021 08:30,4
9149,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,17-06-2021 08:30,45.4
9150,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,18-06-2021 08:30,66.2
9151,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,19-06-2021 08:30,4.6
9152,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,20-06-2021 08:30,28.2
9153,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,21-06-2021 08:30,4.8
9154,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,23-06-2021 08:30,4
9155,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,25-06-2021 08:30,5.8
9156,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,26-06-2021 08:30,4.6
9157,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,27-06-2021 08:30,76.4
9158,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,28-06-2021 08:30,118.2
9159,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,29-06-2021 08:30,135.4
9160,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,30-06-2021 08:30,114.6
9161,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,01-07-2021 08:30,19.2
9162,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,02-07-2021 08:30,15.8
9163,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,03-07-2021 08:30,26.4
9164,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,04-07-2021 08:30,62.6
9165,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,05-07-2021 08:30,48.2
9166,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,06-07-2021 08:30,5.8
9167,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,07-07-2021 08:30,32.2
9168,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,08-07-2021 08:30,42.4
9169,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,10-07-2021 08:30,5.2
9170,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,11-07-2021 08:30,3.8
9171,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,12-07-2021 08:30,12.4
9172,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,13-07-2021 08:30,4.2
9173,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,14-07-2021 08:30,85.8
9174,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,15-07-2021 08:30,72.6
9175,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,16-07-2021 08:30,17.2
9176,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,17-07-2021 08:30,119.2
9177,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,18-07-2021 08:30,12.6
9178,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,19-07-2021 08:30,33.2
9179,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,20-07-2021 08:30,6.6
9180,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,21-07-2021 08:30,9.2
9181,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,22-07-2021 08:30,28.8
9182,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,23-07-2021 08:30,4.6
9183,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,24-07-2021 08:30,3.2
9184,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,26-07-2021 08:30,2.6
9185,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,27-07-2021 08:30,3.8
9186,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,28-07-2021 08:30,3.4
9187,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,29-07-2021 08:30,35.8
9188,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,30-07-2021 08:30,8.2
9189,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,31-07-2021 08:30,96.2
9190,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,01-08-2021 08:30,6.2
9191,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,07-08-2021 08:30,24.4
9192,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,08-08-2021 08:30,2.4
9193,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,10-08-2021 08:30,28.4
9194,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,11-08-2021 08:30,57.6
9195,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,12-08-2021 08:30,27.8
9196,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,13-08-2021 08:30,53.6
9197,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,14-08-2021 08:30,42.8
9198,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,15-08-2021 08:30,74.2
9199,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,16-08-2021 08:30,21.6
9200,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,17-08-2021 08:30,40.2
9201,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,18-08-2021 08:30,22.4
9202,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,19-08-2021 08:30,7.6
9203,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,20-08-2021 08:30,36.2
9204,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,21-08-2021 08:30,38.2
9205,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,22-08-2021 08:30,5.2
9206,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,23-08-2021 08:30,86.2
9207,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,24-08-2021 08:30,26.4
9208,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,25-08-2021 08:30,55.2
9209,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,26-08-2021 08:30,82.8
9210,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,27-08-2021 08:30,86.2
9211,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,28-08-2021 08:30,42.6
9212,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,01-09-2021 08:30,23.2
9213,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,02-09-2021 08:30,109.2
9214,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,03-09-2021 08:30,21.4
9215,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,06-09-2021 08:30,5.4
9216,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,07-09-2021 08:30,119.2
9217,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,09-09-2021 08:30,8.8
9218,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,11-09-2021 08:30,2.2
9219,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,12-09-2021 08:30,3.4
9220,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,17-09-2021 08:30,29.6
9221,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,18-09-2021 08:30,35.4
9222,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,19-09-2021 08:30,3.2
9223,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,29-09-2021 08:30,4.2
9224,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,30-09-2021 08:30,23.2
9225,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,03-10-2021 08:30,24.2
9226,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,04-10-2021 08:30,16.6
9227,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,05-10-2021 08:30,114.2
9228,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,18-10-2021 08:30,44.4
9229,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,19-10-2021 08:30,38.2
9230,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,20-10-2021 08:30,34.6
9231,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,23-11-2021 08:30,4.4
9232,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,12-01-2022 08:30,4.6
9233,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,13-01-2022 08:30,10
9234,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,21-01-2022 08:30,4.4
9235,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,22-01-2022 08:30,7.8
9236,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,27-01-2022 08:30,1.2
9237,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,05-02-2022 08:30,36.2
9238,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,06-02-2022 08:30,8.8
9239,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,11-02-2022 08:30,6.6
9240,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,22-02-2022 08:30,19.4
9241,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,26-02-2022 08:30,10.4
9242,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,25-03-2022 08:30,4.4
9243,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,26-03-2022 08:30,24.8
9244,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,29-03-2022 08:30,4.6
9245,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,30-03-2022 08:30,2.2
9246,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,31-03-2022 08:30,2.8
9247,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,01-04-2022 08:30,16.6
9248,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,02-04-2022 08:30,25.2
9249,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,03-04-2022 08:30,42.8
9250,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,04-04-2022 08:30,155.2
9251,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,05-04-2022 08:30,54.4
9252,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,06-04-2022 08:30,2.6
9253,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,07-04-2022 08:30,53.4
9254,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,08-04-2022 08:30,10.2
9255,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,09-04-2022 08:30,8.8
9256,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,10-04-2022 08:30,33.2
9257,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,11-04-2022 08:30,29.4
9258,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,12-04-2022 08:30,3.6
9259,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,13-04-2022 08:30,3.2
9260,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,14-04-2022 08:30,24.4
9261,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,15-04-2022 08:30,94.4
9262,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,16-04-2022 08:30,52
9263,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,17-04-2022 08:30,32.8
9264,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,18-04-2022 08:30,10.8
9265,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,20-04-2022 08:30,6.8
9266,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,23-04-2022 08:30,4.8
9267,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,26-04-2022 08:30,2.6
9268,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,27-04-2022 08:30,2.2
9269,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,30-04-2022 08:30,32.2
9270,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,01-05-2022 08:30,10.2
9271,Roumari State Dispensary,Assam,18,Assam,291,KAMRUP,CHAMARIA,-,-,-,-,-,-,-,-,26.52406389,90.56400000,03-05-2022 08:30,3.6
